Model,date,#Params (B),S_avg,S_pc1,mtype,open_R2,lic,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,C_FLOPs
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,2024-06-12,7.242,21.10058697437334,19.867103529372912,chat,True,apache-2.0,57.62510139762497,27.792545658366084,4.758308157099697,5.7046979865771785,8.330729166666668,22.392139479905435,
01-ai/Yi-9B,2024-06-12,8.829,17.811867367746064,20.089343487760164,pretrained,True,apache-2.0,27.08779372066118,27.62695611207793,5.589123867069486,9.060402684563762,8.909114583333334,28.59781323877068,
NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,2024-06-12,46.703,21.841010891461725,21.451631322055533,chat,True,apache-2.0,57.30783210769647,30.594312778864406,2.114803625377644,6.935123042505594,11.138541666666669,22.95545212765957,
togethercomputer/RedPajama-INCITE-7B-Base,2024-06-12,7.0,5.56181429403527,5.635439809384554,pretrained,True,apache-2.0,20.822971936683555,5.087242272916432,1.5861027190332326,0.6711409395973182,3.0166666666666657,2.186761229314421,4.1e+22
NousResearch/Nous-Hermes-2-SOLAR-10.7B,2024-06-12,10.732,23.412543159550665,23.3823943932408,chat,True,apache-2.0,52.78660620486975,34.990894584465195,5.740181268882175,5.8165548098434,13.826822916666664,27.314199172576835,
NousResearch/Nous-Hermes-llama-2-7b,2024-06-12,6.738,9.316715938919105,11.287078685812077,finetuned,True,mit,17.290788441335657,13.78941955171473,0.906344410876133,1.789709172259505,11.681510416666669,10.442523640661936,
stabilityai/stablelm-zephyr-3b,2024-06-12,2.795,12.369206962303688,11.814579003632574,chat,False,other,36.832271705740766,14.7591192080273,4.305135951661631,0.0,9.787760416666666,8.530954491725769,
stabilityai/stablelm-2-12b,2024-06-12,12.143,13.998663061157224,16.864109239032793,pretrained,False,other,15.69214129620518,22.685797482043984,4.305135951661631,3.803131991051453,14.485677083333334,23.02009456264776,2.91e+23
EleutherAI/pythia-6.9b,2024-06-12,6.9,5.966546774741993,5.880118820172662,pretrained,True,apache-2.0,22.811362739752745,5.88163197981621,1.4350453172205435,0.2237136465324418,3.81484375,1.632683215130022,1.2420000000001e+22
NousResearch/Yarn-Solar-10b-64k,2024-06-12,10.0,15.162050446653282,17.57580449630724,pretrained,True,apache-2.0,19.88867316498003,28.395714153595826,2.8700906344410875,6.935123042505594,9.013020833333336,23.869680851063837,
abacusai/Smaug-34B-v0.1,2024-06-12,34.389,24.95321808709686,25.438015450076705,chat,True,apache-2.0,50.15625207782018,34.261660667279955,7.175226586102719,10.626398210290828,8.134375000000004,39.36539598108747,
ibm-granite/granite-7b-base,2024-06-12,6.738,7.908701929835419,7.532544856153368,pretrained,True,apache-2.0,24.142719096441887,9.050800002899097,1.5861027190332326,0.0,3.402864583333334,9.269725177304965,
stabilityai/stablelm-2-1_6b,2024-06-12,1.645,5.316831473392678,6.417331732147423,pretrained,False,other,11.570521771122843,8.632695204968835,0.7552870090634441,0.0,5.791406249999999,5.1510786052009445,1.92e+22
NousResearch/Hermes-2-Pro-Mistral-7B,2024-06-12,7.242,21.84057680720769,20.896454085063645,chat,True,apache-2.0,56.68337788179808,29.427578860536,6.042296072507553,3.1319910514541416,14.132552083333335,21.625664893617017,
stabilityai/stablelm-2-1_6b-chat,2024-06-12,1.645,8.867360692101089,8.320260290015204,chat,False,other,30.59991932516833,7.493378297410634,2.492447129909366,0.0,5.712760416666669,6.905658983451536,
NousResearch/Yarn-Mistral-7b-128k,2024-06-12,7.0,13.268755393260784,15.693917606993269,pretrained,True,apache-2.0,19.33669330709185,20.633112436478672,3.1722054380664653,6.487695749440718,8.948177083333333,21.034648345153663,
01-ai/Yi-6B-200K,2024-06-12,6.061,11.99609829883284,16.07674757659032,pretrained,True,apache-2.0,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008,
HuggingFaceH4/zephyr-7b-gemma-v0.1,2024-06-12,8.538,16.030043342251584,16.152690936539962,chat,False,other,33.637415391162115,23.751162749201274,8.157099697885197,5.92841163310962,4.179427083333334,20.526743498817968,
01-ai/Yi-1.5-34B-32K,2024-06-12,34.389,26.72791290850813,30.592455472676967,pretrained,True,apache-2.0,31.186917379220468,43.38184666762572,15.40785498489426,15.100671140939594,14.07786458333333,41.21232269503546,
01-ai/Yi-34B-Chat,2024-06-12,34.389,24.226662652803373,25.296275996101965,chat,True,apache-2.0,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165,
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,2024-06-12,3.0,5.777231560126986,6.207021356561036,finetuned,True,apache-2.0,21.24263620526869,4.510786368926982,1.283987915407855,0.0,6.408854166666669,1.2171247044917255,
01-ai/Yi-34B-200K,2024-06-12,34.389,20.01347533597433,24.580461294376168,pretrained,True,apache-2.0,15.424850507763844,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.27304964539008,
refuelai/Llama-3-Refueled,2024-06-12,8.03,23.18144830627433,23.935115879981794,chat,True,cc-by-nc-4.0,46.19952836252256,41.72197100339103,6.646525679758309,6.599552572706939,14.642447916666669,23.278664302600472,
Intel/neural-chat-7b-v3-3,2024-06-12,7.0,20.557585514141863,22.05855389100403,finetuned,True,apache-2.0,47.62585495374495,27.753850886523697,4.078549848942599,5.257270693512303,20.578125,18.05186170212766,
01-ai/Yi-34B,2024-06-12,34.389,22.373127018936653,26.09232502839498,pretrained,True,apache-2.0,30.45751938190668,35.542431259008794,5.13595166163142,15.548098434004473,9.648437500000004,37.90632387706855,6.1e+23
WizardLMTeam/WizardLM-70B-V1.0,2024-06-12,70.0,22.3974420993294,21.73559187402374,finetuned,True,llama2,49.51428875383981,37.54335453368136,3.927492447129909,2.1252796420581683,14.089322916666667,27.184914302600472,
01-ai/Yi-1.5-9B-Chat-16K,2024-06-12,8.829,23.76539234993476,24.23748178317283,chat,True,apache-2.0,42.14040966856828,31.49760894701832,17.82477341389728,7.829977628635347,10.03828125,33.261303191489354,
NousResearch/Yarn-Mistral-7b-64k,2024-06-12,7.0,13.540457995525928,15.691010846469599,pretrained,True,apache-2.0,20.79548930171944,20.23020020918289,3.700906344410876,5.369127516778524,9.881510416666666,21.26551418439716,
NousResearch/Yarn-Solar-10b-32k,2024-06-12,10.0,15.721261422706204,18.447427803388656,pretrained,True,apache-2.0,19.421579187666502,28.99482436025671,3.0211480362537766,7.046979865771815,10.597395833333332,25.24564125295508,
01-ai/Yi-1.5-9B-Chat,2024-06-12,8.829,29.530872220260974,29.624577374020458,chat,True,apache-2.0,60.455258713546726,36.95293138417893,22.58308157099698,11.297539149888143,12.838281249999996,33.05814125295508,
stabilityai/stablelm-2-zephyr-1_6b,2024-06-12,1.645,9.458167591621253,8.757709397263865,chat,False,other,32.79310008555078,6.708710147938231,3.3232628398791544,0.0,5.993229166666668,7.930703309692672,
01-ai/Yi-1.5-9B-32K,2024-06-12,8.829,19.809786285875365,24.01011514950154,pretrained,True,apache-2.0,23.031113002389212,28.937011582169664,10.80060422960725,14.5413870246085,10.82682291666667,30.72177895981088,
upstage/SOLAR-10.7B-Instruct-v1.0,2024-06-12,10.732,20.57236409322395,20.45362738335485,chat,True,cc-by-nc-4.0,47.36609972650345,31.87240188800212,5.664652567975831,7.829977628635347,6.942187500000002,23.758865248226947,
upstage/SOLAR-10.7B-v1.0,2024-06-12,10.732,16.8549748598855,18.914995926824762,pretrained,True,apache-2.0,24.21264467169333,29.78935808901913,2.643504531722054,4.138702460850116,13.67786458333333,26.667774822695037,
LLM360/K2-Chat,2024-06-12,65.286,24.38714515483088,25.275598171846458,chat,True,apache-2.0,51.51763986223221,33.79382923599304,10.347432024169184,7.494407158836691,16.824999999999996,26.34456264775413,
togethercomputer/RedPajama-INCITE-Base-3B-v1,2024-06-12,3.0,5.521090384654182,5.426140414449616,pretrained,True,apache-2.0,22.936253584932423,3.518607767474259,1.4350453172205435,0.0,4.001041666666667,1.2355939716312052,
Intel/neural-chat-7b-v3,2024-06-12,7.0,18.069527284193285,21.721723304452325,finetuned,True,apache-2.0,27.779735546128716,30.205692320538088,2.9456193353474323,5.592841163310966,23.01953125,18.873744089834517,
HuggingFaceH4/zephyr-7b-alpha,2024-06-12,7.242,18.598795237504422,18.018131448563942,chat,True,mit,51.91480826429429,23.890291427068444,1.9637462235649543,6.375838926174497,7.503125000000001,19.94496158392435,
01-ai/Yi-1.5-34B,2024-06-12,34.389,25.64649419429311,29.378509082673148,pretrained,True,apache-2.0,28.411725333226947,42.74936268839652,15.332326283987916,15.436241610738255,11.217187500000003,40.732121749408975,7.344e+23
HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2024-06-12,140.621,34.125963384670946,35.578434281032386,chat,True,apache-2.0,65.10891102275296,47.5037962865412,20.46827794561933,17.114093959731544,14.715104166666668,39.84559692671394,
Intel/neural-chat-7b-v3-1,2024-06-12,7.242,21.06792676095294,22.920232175464136,finetuned,True,apache-2.0,46.86897432146704,29.7397523676162,3.5498489425981874,5.369127516778524,22.236979166666657,18.642878250591018,
01-ai/Yi-1.5-34B-Chat,2024-06-12,34.389,33.35799367075618,34.280865264793476,chat,True,apache-2.0,60.66758423205982,44.262825981005655,27.7190332326284,15.324384787472036,13.058072916666664,39.11606087470449,
teknium/CollectiveCognition-v1.1-Mistral-7B,2024-06-12,7.0,14.256397052482129,14.995933397434605,finetuned,True,apache-2.0,27.9046263913084,23.47613361696592,3.096676737160121,4.921700223713646,5.732552083333332,20.40669326241135,
togethercomputer/RedPajama-INCITE-7B-Instruct,2024-06-12,7.0,6.456725492718323,6.681652972611941,finetuned,True,apache-2.0,20.55069437980115,7.9054164937041635,2.114803625377644,0.1118568232662209,5.03046875,3.027112884160755,
01-ai/Yi-6B,2024-06-12,6.061,13.611617485376058,13.954270446225177,pretrained,True,apache-2.0,28.93378458046871,19.408504737915056,1.5861027190332326,2.572706935123044,7.044270833333335,22.12433510638298,1.26e+23
01-ai/Yi-1.5-9B,2024-06-12,8.829,22.153901514184795,26.683773691868343,pretrained,True,apache-2.0,29.35843561749492,30.50071699492122,11.404833836858003,17.225950782997764,12.030989583333332,32.402482269503544,1.90728e+23
internlm/internlm2-1_8b,2024-06-12,8.0,8.748129853272754,9.266333927481245,pretrained,False,other,21.97702097102355,13.63385796590672,2.114803625377644,0.0,8.226822916666668,6.536273640661936,
IDEA-CCNL/Ziya-LLaMA-13B-v1,2024-06-12,13.0,3.9064248386004095,4.360266468576299,finetuned,True,gpl-3.0,16.968643200042553,1.4636170460989155,0.0,0.0,3.881510416666668,1.124778368794326,
WizardLMTeam/WizardLM-13B-V1.2,2024-06-12,13.0,15.177532740883724,15.894041145673713,finetuned,True,llama2,33.92465325336773,22.88865497804447,1.8882175226586104,1.45413870246085,14.030468750000002,16.87906323877068,
openai-community/gpt2-large,2024-06-12,0.812,5.567707192929642,6.280372506457631,pretrained,True,mit,20.47822001179094,3.2537905449787403,1.2084592145015105,1.230425055928408,5.658072916666665,1.5772754137115832,
PygmalionAI/pygmalion-6b,2024-06-12,6.0,5.430124009362374,5.454615731021818,finetuned,True,creativeml-openrail-m,20.91040661001697,5.089577143988909,0.8308157099697886,0.0,3.7109375,2.039007092198581,
Qwen/Qwen1.5-0.5B-Chat,2024-06-12,0.62,5.67816209115329,7.011485255025024,chat,False,other,18.072713732895387,4.318032636938059,0.6797583081570997,2.572706935123044,6.063541666666667,2.362219267139479,
CausalLM/14B,2024-06-12,14.0,17.235580154596317,19.3178656992037,finetuned,True,wtfpl,27.882130524785342,24.780942674518663,7.552870090634441,7.046979865771815,11.468229166666667,24.682328605200944,
Qwen/Qwen1.5-1.8B-Chat,2024-06-12,1.837,9.257783499275524,12.340123099817609,chat,False,other,20.190982149585324,5.908662877770453,1.9637462235649543,6.375838926174497,12.179427083333335,8.928043735224584,
Qwen/Qwen1.5-110B-Chat,2024-06-12,111.21,33.12715289782008,33.969699641224985,chat,False,other,59.38864435254016,44.98454525616634,23.413897280966765,12.192393736017896,16.287499999999994,42.49593676122932,
mlabonne/phixtral-2x2_8,2024-06-12,4.458,15.553113591688318,15.239206531915936,merge,True,mit,34.31184811854767,28.502644855771297,3.5498489425981874,2.0134228187919474,7.710937500000003,17.229979314420802,
mlabonne/OrpoLlama-3-8B,2024-06-12,8.03,15.157036730116474,14.578527123478416,chat,False,other,36.52752474545318,21.95410762879941,5.589123867069486,3.9149888143176734,4.008854166666668,18.947621158392437,
internlm/internlm2-chat-1_8b,2024-06-12,1.889,10.641800452239108,10.848207456424024,chat,False,other,23.865454771118408,20.67235743256185,3.2477341389728096,2.1252796420581683,4.61484375,9.325132978723405,
CohereForAI/aya-23-35B,2024-06-12,34.981,24.755408446939654,23.77078517337307,chat,True,cc-by-nc-4.0,64.61932117891638,34.85836046775463,3.474320241691843,5.92841163310962,13.47369791666666,26.17833924349881,
Qwen/Qwen1.5-14B-Chat,2024-06-12,14.167,23.56610647505137,22.916099652540282,chat,False,other,47.68082022367319,32.75647930053065,15.256797583081571,2.684563758389265,13.930729166666667,29.08724881796691,
Qwen/Qwen1.5-32B-Chat,2024-06-12,32.512,29.25746822860332,28.33976238525708,chat,False,other,55.32199009738605,44.55485402391639,19.561933534743204,7.494407158836691,10.197395833333337,38.41422872340425,
Qwen/Qwen1.5-4B-Chat,2024-06-12,3.95,12.627280110791752,12.72332849717647,chat,False,other,31.566576683200577,16.29707852890831,2.794561933534743,2.2371364653243813,7.355989583333333,15.512337470449172,
Qwen/Qwen1.5-7B-Chat,2024-06-12,7.721,17.62098662745355,17.335409453857935,chat,False,other,43.71157417873464,22.379129599952787,6.268882175226587,7.046979865771815,4.63828125,21.681072695035464,
microsoft/Orca-2-13b,2024-06-12,13.0,18.501871091807203,21.9284513964801,finetuned,False,other,31.27933882099496,27.308019499942574,3.1722054380664653,4.026845637583895,25.787760416666668,19.437056737588648,4.6e+22
mlabonne/Beyonder-4x7B-v3,2024-06-12,24.154,19.40685869832663,18.166339393790004,merge,True,cc-by-nc-4.0,56.08385749810503,24.55720918011033,5.362537764350453,4.697986577181204,8.934375000000001,16.805186170212764,
Qwen/Qwen1.5-MoE-A2.7B-Chat,2024-06-12,14.316,15.880899856122356,15.384347053271185,chat,False,other,37.95385133667558,20.041818895540956,6.3444108761329305,3.243847874720355,6.334375000000001,21.3670951536643,
meta-llama/Meta-Llama-3-70B-Instruct,2024-06-12,70.554,36.37222412927012,32.52165715076568,chat,True,llama3,80.99077115387172,50.18513318440344,24.47129909365559,4.921700223713646,10.92057291666667,46.74386820330969,
CohereForAI/aya-23-8B,2024-06-12,8.028,16.010983148168723,15.585353488137962,chat,True,cc-by-nc-4.0,46.98887839820566,20.20376064673937,1.6616314199395772,4.586129753914992,8.424479166666664,14.2010195035461,
meta-llama/Meta-Llama-3-8B,2024-06-12,8.03,13.626857071686077,16.158184768125807,pretrained,True,llama3,14.550614591506092,24.50076379676797,4.531722054380665,7.38255033557047,6.242447916666666,24.553043735224584,
openai-community/gpt2-xl,2024-06-12,1.608,5.093480678758688,5.536480305161884,pretrained,True,mit,20.385798570016444,2.580960647452716,0.9818731117824772,1.1185682326621946,4.036458333333333,1.457225177304964,
openchat/openchat_3.5,2024-06-12,7.0,21.635827111564595,20.947782055912903,chat,True,apache-2.0,59.31118321608887,21.58216684769999,7.250755287009064,6.487695749440718,11.258072916666668,23.92508865248227,
mistral-community/Mistral-7B-v0.2,2024-06-12,7.242,14.215362442692104,15.99294658990193,pretrained,True,apache-2.0,22.663976028050016,23.950865383029598,3.0211480362537766,5.592841163310966,8.363802083333333,21.699541962174944,
mistralai/Mistral-7B-Instruct-v0.2,2024-06-12,7.242,18.50789159273764,16.9087973333808,chat,True,apache-2.0,54.96227786717022,22.910601936713604,3.0211480362537766,3.467561521252797,7.608854166666667,19.0769060283688,
mistralai/Mistral-7B-Instruct-v0.3,2024-06-12,7.248,19.225098776905867,17.17169055186824,chat,True,apache-2.0,54.65254413844156,25.56911494885904,3.8519637462235647,3.9149888143176734,4.304947916666669,23.05703309692672,
mistralai/Mistral-7B-v0.3,2024-06-12,7.248,14.229760590840252,16.00624696297248,pretrained,True,apache-2.0,22.663976028050016,24.03725427191849,3.0211480362537766,5.592841163310966,8.363802083333333,21.699541962174944,
mistralai/Mixtral-8x22B-Instruct-v0.1,2024-06-12,140.621,33.88568028808198,34.49180346071593,chat,True,apache-2.0,71.83584001560305,44.11434558724835,18.731117824773413,16.442953020134222,13.489322916666664,38.70050236406619,
EleutherAI/pythia-2.8b,2024-06-12,2.909,5.554946281603011,5.484277751219292,pretrained,True,apache-2.0,21.73222604910526,5.077786161905462,1.3595166163141994,0.0,3.63828125,1.521867612293143,5.038000000001e+21
mistralai/Mixtral-8x22B-v0.1,2024-06-12,140.621,25.74093627522265,29.311113717638534,pretrained,True,apache-2.0,25.82636293922349,45.58840384342722,18.35347432024169,16.778523489932887,7.462239583333335,40.4366134751773,
microsoft/Orca-2-7b,2024-06-12,7.0,14.404830081400474,17.775937905653166,finetuned,False,other,21.83462102776189,22.429468402818458,1.9637462235649543,1.45413870246085,24.093489583333326,14.653516548463358,
openchat/openchat-3.5-1210,2024-06-12,7.242,22.727849608659103,22.491448745792084,chat,True,apache-2.0,60.3678240402133,23.236296582166464,7.854984894259818,6.823266219239373,14.279687500000003,23.805038416075647,
mistralai/Mixtral-8x7B-Instruct-v0.1,2024-06-12,46.703,23.8171027058463,23.361181482623092,chat,True,apache-2.0,55.991436056330535,29.74239838096733,9.138972809667674,7.046979865771815,11.073697916666667,29.90913120567376,
mlabonne/AlphaMonarch-7B,2024-06-12,7.242,17.63062119200965,16.530503214622065,chat,True,cc-by-nc-4.0,49.39438467710121,23.947378025426246,4.078549848942599,2.684563758389265,9.316927083333333,16.36192375886525,
microsoft/Phi-3-medium-4k-instruct,2024-06-12,13.96,33.09765943937642,32.88797314032612,chat,True,mit,64.22713954529537,49.38061007422016,19.561933534743204,11.521252796420578,13.052083333333334,40.84293735224587,
mistralai/Mistral-7B-v0.1,2024-06-12,7.242,14.575358924083137,16.65410653265973,pretrained,True,apache-2.0,23.855481234236272,22.0182553990746,2.9456193353474323,5.592841163310966,10.675520833333335,22.36443557919621,
Deci/DeciLM-7B,2024-06-12,7.044,15.023477940437225,17.26130811748751,pretrained,True,apache-2.0,28.129474239462404,21.252729791067395,2.8700906344410875,6.040268456375841,13.0484375,18.799867021276597,
Qwen/Qwen2-0.5B-Instruct,2024-06-12,0.494,6.586780633287707,6.1973467650000025,chat,True,apache-2.0,22.466610814860125,5.876044259408482,2.8700906344410875,0.0,2.408854166666666,5.89908392434988,
OpenAssistant/oasst-sft-1-pythia-12b,2024-06-12,12.0,3.681830493398632,4.708163422977947,finetuned,True,apache-2.0,10.553885911603434,4.778508799161477,1.5105740181268883,1.0067114093959737,2.987239583333334,1.2540632387706852,
openchat/openchat_v3.2_super,2024-06-12,13.0,12.92357500340055,13.577478665989835,finetuned,True,llama2,28.61906408329898,19.153539587477532,2.114803625377644,1.9015659955257265,9.916927083333333,15.83554964539007,
openchat/openchat_v3.2,2024-06-12,13.0,13.833145550526876,15.118734286622303,finetuned,True,llama2,29.805582521044165,20.32300299720885,1.283987915407855,2.684563758389265,13.103125,15.79861111111111,
Qwen/Qwen2-1.5B-Instruct,2024-06-12,1.544,14.141936815181689,14.547181798221395,chat,True,apache-2.0,33.712327734854625,13.695346827502664,7.175226586102719,1.5659955257270708,12.026822916666667,16.675901300236408,
google/gemma-7b-it,2024-06-12,8.538,13.067087110466217,14.080201678042936,chat,True,gemma,38.68324933398937,11.940832085290182,2.9456193353474323,4.586129753914992,12.528385416666667,7.7183067375886525,
openai-community/gpt2-medium,2024-06-12,0.38,5.902340287154445,6.697513499460612,pretrained,True,mit,22.08440271812125,2.719972238356244,0.7552870090634441,1.6778523489932915,6.155989583333335,2.020537825059101,
Deci/DeciLM-7B-instruct,2024-06-12,7.044,17.470092220993035,16.58315741498896,chat,True,apache-2.0,48.802399854608,23.8871490441846,3.0211480362537766,5.257270693512303,5.985416666666667,17.86716903073286,
cognitivecomputations/dolphin-2.9-llama3-8b,2024-06-12,8.03,18.415461238797384,19.442790567093923,chat,False,other,38.503393218881456,27.858929260905125,5.740181268882175,4.921700223713646,13.791406250000003,19.67715721040189,
deepseek-ai/deepseek-llm-7b-chat,2024-06-12,7.0,14.823156850686358,16.051058773356573,chat,False,other,41.70822307034224,11.258949371501748,2.0392749244712998,2.1252796420581683,19.21302083333333,12.594193262411348,
gradientai/Llama-3-8B-Instruct-Gradient-1048k,2024-06-12,8.03,18.283333977044872,18.531155848119226,chat,True,llama3,44.55588948434598,21.01052898715872,5.362537764350453,3.691275167785232,13.518749999999995,21.56102245862884,
abacusai/Smaug-72B-v0.1,2024-06-12,72.289,29.737299261857203,30.456276505579588,finetuned,False,other,51.67001334237601,43.12510043134919,19.108761329305132,9.843400447427292,14.415364583333334,40.26115543735224,
Open-Orca/Mistral-7B-OpenOrca,2024-06-12,7.0,17.72165111279921,16.080733771042503,chat,True,apache-2.0,49.77659277384008,25.840025395269805,3.5498489425981874,2.9082774049217,5.889322916666667,18.36583924349882,
meta-llama/Meta-Llama-3-70B,2024-06-12,70.554,26.705350171613343,33.20167631054764,pretrained,True,llama3,16.031906452656727,48.709812647505885,18.580060422960727,19.686800894854585,16.011197916666664,41.21232269503546,
meta-llama/Llama-2-7b-hf,2024-06-12,6.738,8.806357596540016,8.9656601140149,pretrained,True,llama2,25.18938638368418,10.35141665784897,1.7371601208459215,2.2371364653243813,3.7578125,9.56523345153664,
meta-llama/Llama-2-70b-hf,2024-06-12,68.977,18.372598605703004,20.47626190329071,pretrained,True,llama2,24.06780675274937,35.900061863721675,3.2477341389728096,7.046979865771815,9.777604166666668,30.1954048463357,
meta-llama/Llama-2-70b-chat-hf,2024-06-12,68.977,13.073695775827504,11.084157999977531,chat,True,llama2,49.57922756065019,4.613767082590614,2.9456193353474323,1.9015659955257265,3.483333333333336,15.918661347517732,
meta-llama/Llama-2-13b-hf,2024-06-12,13.016,11.065185981273997,11.606779140132524,pretrained,True,llama2,24.82468738502728,17.222559825058127,1.5105740181268883,4.138702460850116,3.385416666666666,15.309175531914892,
berkeley-nest/Starling-LM-7B-alpha,2024-06-12,7.242,20.83936104726783,20.148813051892212,chat,True,apache-2.0,54.80491761858535,21.95402808715926,8.38368580060423,6.263982102908276,9.501302083333334,24.128250591016545,
meta-llama/Llama-2-13b-chat-hf,2024-06-12,13.016,11.12963532656997,10.23582967113775,chat,True,llama2,39.8472719052115,7.155379968626988,1.3595166163141994,0.0,8.1578125,10.257830969267138,
Qwen/Qwen2-7B-Instruct,2024-06-12,7.616,27.93668778218485,26.00553928730354,chat,True,apache-2.0,56.79075962889577,37.80839092310167,27.64350453172205,6.375838926174497,7.365625,31.636007683215123,
EleutherAI/gpt-neo-2.7B,2024-06-12,2.718,6.431047800987447,6.568815116960252,pretrained,True,mit,25.896288514474925,4.178602667081014,1.0574018126888218,2.1252796420581683,3.5205729166666675,1.8081412529550824,7.9e+21
EleutherAI/gpt-neo-1.3B,2024-06-12,1.366,5.391090848825532,5.839807670107476,pretrained,True,mit,20.790502533278367,3.024569180930987,1.0574018126888218,0.7829977628635317,4.873697916666666,1.8173758865248215,
lmsys/vicuna-7b-v1.5,2024-06-12,7.0,10.885152314855338,12.082100926321331,finetuned,True,llama2,23.515716077784724,15.15250931284372,1.3595166163141994,1.1185682326621946,11.42265625,12.741947399527188,
TencentARC/LLaMA-Pro-8B,2024-06-12,8.357,8.816698626146762,9.73884773462102,finetuned,True,llama2,22.77135777514772,9.2939499758607,1.8882175226586104,1.342281879194629,8.593229166666669,9.011155437352246,
TencentARC/LLaMA-Pro-8B-Instruct,2024-06-12,8.357,15.28346018029823,15.109751002018701,chat,True,llama2,44.86063644463357,19.485726056875954,2.492447129909366,3.243847874720355,11.1109375,10.507166075650115,
TencentARC/MetaMath-Mistral-Pro,2024-06-12,8.987,12.5165268741835,12.972058424600323,finetuned,True,apache-2.0,21.18767093534045,22.37227879113455,7.628398791540786,2.572706935123044,4.985416666666668,16.35268912529551,
TencentARC/Mistral_Pro_8B_v0.1,2024-06-12,8.987,14.195345928021323,16.192454023723048,finetuned,True,apache-2.0,21.145227995053123,22.89418875876804,5.664652567975831,4.026845637583895,11.828645833333336,19.61251477541371,
google/gemma-2b-it,2024-06-12,2.506,7.485804130315127,7.856706962454158,chat,True,gemma,26.9029508371122,5.214303022163619,2.0392749244712998,3.803131991051453,3.0322916666666675,3.9228723404255295,
TinyLlama/TinyLlama_v1.1,2024-06-12,1.1,4.824553844580785,4.9832409622932765,pretrained,True,apache-2.0,20.00613926603634,3.2103010497128146,1.2084592145015105,0.0,3.979427083333333,0.542996453900708,
EleutherAI/pythia-12b,2024-06-12,12.0,6.059841492942702,5.755748195987106,pretrained,True,apache-2.0,24.71475684517081,4.987531038290507,1.6616314199395772,0.0,3.787239583333335,1.2078900709219855,2.1590000000001e+22
argilla/notux-8x7b-v1,2024-06-12,46.703,24.47858356291764,24.201773495471965,chat,True,apache-2.0,54.22290633297429,34.75806168290175,9.969788519637463,7.829977628635347,10.532552083333334,29.558215130023648,
allenai/OLMo-1B-hf,2024-06-12,1.177,6.633923959022838,7.939956156587856,pretrained,True,apache-2.0,21.819660722438684,3.1965463124303173,1.7371601208459215,1.5659955257270708,9.555989583333334,1.9281914893617007,
distilbert/distilgpt2,2024-06-12,0.088,4.002273827220365,6.836245319027396,pretrained,True,apache-2.0,6.110010328151527,2.835219845513963,0.6042296072507553,1.230425055928408,11.1578125,2.0759456264775418,
databricks/dbrx-instruct,2024-06-12,131.597,25.19901027244322,26.41500506077991,chat,False,other,54.15796752616392,35.96381960359357,6.873111782477341,12.192393736017896,12.19921875,29.807550236406616,
databricks/dolly-v1-6b,2024-06-12,6.0,6.981231710564127,8.080882024224907,pretrained,True,cc-by-nc-4.0,22.244311759464885,4.7813091701327,1.8882175226586104,1.9015659955257265,8.118750000000002,2.953235815602837,
databricks/dolly-v2-12b,2024-06-12,12.0,6.370435703496376,6.433586007060795,finetuned,True,mit,23.55073427394868,6.377894137452961,1.3595166163141994,0.0,5.504947916666668,1.4295212765957446,
databricks/dolly-v2-3b,2024-06-12,3.0,5.59965824307081,5.798794026154894,finetuned,True,mit,22.4715975833012,3.3247689565453875,1.5105740181268883,1.45413870246085,3.22265625,1.6142139479905429,
databricks/dolly-v2-7b,2024-06-12,7.0,5.647360474812998,6.213041393558557,finetuned,True,mit,20.098560707810837,5.449892512817211,1.4350453172205435,2.460850111856823,2.779427083333333,1.6603871158392434,
deepseek-ai/deepseek-llm-67b-chat,2024-06-12,67.0,27.310631874736757,29.370013907671805,chat,False,other,55.87153197959192,33.22524192534525,9.290030211480364,8.83668903803132,23.93307291666666,32.70722517730496,
deepseek-ai/deepseek-moe-16b-base,2024-06-12,16.376,7.466333791660237,7.188452021073017,pretrained,False,other,24.49744455821664,8.355555779389382,2.416918429003021,0.5592841163310973,3.355989583333334,5.612810283687943,
deepseek-ai/deepseek-llm-7b-base,2024-06-12,7.0,8.227098434870664,8.908178979167202,pretrained,False,other,21.787191319033496,9.76792479590425,1.9637462235649543,3.1319910514541416,3.755989583333332,8.955747635933804,
deepseek-ai/deepseek-moe-16b-chat,2024-06-12,16.376,10.290615224333424,9.169544274764386,chat,False,other,36.62991972410981,6.573749026890635,2.56797583081571,0.0,5.261718750000001,10.710328014184398,
facebook/opt-1.3b,2024-06-12,1.3,5.276689334204645,4.80860415812549,pretrained,False,other,23.83298536771322,3.6480520895226793,0.906344410876133,0.0,2.0833333333333326,1.1894208037825047,
